Jurisdiction,Year,Flow,CO2_em_sharesec,ETS_ew_price_sector_2019USD,Tax_ew_price_sector_2019USD,Total_ew_price_sector_2019USD
Bulgaria,2003,ABFLOW026,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2003,ABFLOW041,0.991131767351183,0.0,0.0,0.0
Bulgaria,2003,ABFLOW042,0.9994948038108059,0.0,0.0,0.0
Bulgaria,2004,ABFLOW001,0.9959605784404308,0.0,0.0,0.0
Bulgaria,2004,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW003,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW004,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW005,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW006,0.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW007,0.9892631223290765,0.0,0.0,0.0
Bulgaria,2004,ABFLOW008,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW009,0.9882123336968958,0.0,0.0,0.0
Bulgaria,2004,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW011,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW012,0.9788739874586623,0.0,0.0,0.0
Bulgaria,2004,ABFLOW013,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW014,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW015,0.9778565049775331,0.0,0.0,0.0
Bulgaria,2004,ABFLOW016,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW017,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW018,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW019,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW020,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW021,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW022,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2004,ABFLOW023,0.5664549108502043,0.0,0.0,0.0
Bulgaria,2004,ABFLOW024,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW025,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW026,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW030,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2004,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2004,ABFLOW041,0.9900171067984294,0.0,0.0,0.0
Bulgaria,2004,ABFLOW042,0.9994240814072342,0.0,0.0,0.0
Bulgaria,2005,ABFLOW001,0.99248590841547,0.0,0.0,0.0
Bulgaria,2005,ABFLOW002,1.0000000000000002,0.0,0.0,0.0
Bulgaria,2005,ABFLOW003,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW004,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW005,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW007,0.9824123675155644,0.0,0.0,0.0
Bulgaria,2005,ABFLOW008,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW009,0.9915967320801224,0.0,0.0,0.0
Bulgaria,2005,ABFLOW010,0.5786452004860267,0.0,0.0,0.0
Bulgaria,2005,ABFLOW011,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW012,0.9586808793798182,0.0,0.0,0.0
Bulgaria,2005,ABFLOW013,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW014,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW015,0.9562170063305783,0.0,0.0,0.0
Bulgaria,2005,ABFLOW016,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2005,ABFLOW017,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW018,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW019,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW020,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW021,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW022,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW023,0.43131264529069724,0.0,0.0,0.0
Bulgaria,2005,ABFLOW024,0.7178912465615129,0.0,0.0,0.0
Bulgaria,2005,ABFLOW025,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW026,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2005,ABFLOW041,0.9815590292717253,0.0,0.0,0.0
Bulgaria,2005,ABFLOW042,0.9990935285209519,0.0,0.0,0.0
Bulgaria,2006,ABFLOW001,0.9925561101854524,0.0,0.0,0.0
Bulgaria,2006,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW003,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW004,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW005,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW006,0.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW007,0.9838085830187541,0.0,0.0,0.0
Bulgaria,2006,ABFLOW008,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW009,0.9926542294766698,0.0,0.0,0.0
Bulgaria,2006,ABFLOW010,0.47907345080182145,0.0,0.0,0.0
Bulgaria,2006,ABFLOW011,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW012,0.958393463574538,0.0,0.0,0.0
Bulgaria,2006,ABFLOW013,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW014,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW015,0.9556786448583792,0.0,0.0,0.0
Bulgaria,2006,ABFLOW016,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW017,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW018,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW019,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW020,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW021,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW022,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW023,0.3684366116101098,0.0,0.0,0.0
Bulgaria,2006,ABFLOW024,0.6674372568834009,0.0,0.0,0.0
Bulgaria,2006,ABFLOW025,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW026,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW034,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2006,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2006,ABFLOW041,0.9820218354798433,0.0,0.0,0.0
Bulgaria,2006,ABFLOW042,0.9991785051762312,0.0,0.0,0.0
Bulgaria,2007,ABFLOW001,0.9920612571325584,0.0,0.0,0.0
Bulgaria,2007,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW003,1.0,1.242049870480794,0.0,1.242049870480794
Bulgaria,2007,ABFLOW004,0.9999999999999999,1.2420498704807936,0.0,1.2420498704807936
Bulgaria,2007,ABFLOW005,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW007,0.9929247090928601,0.0,0.0,0.0
Bulgaria,2007,ABFLOW008,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW009,0.9935546044978258,0.0,0.0,0.0
Bulgaria,2007,ABFLOW010,0.8634844868735084,0.0,0.0,0.0
Bulgaria,2007,ABFLOW011,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW012,0.9532044410894989,1.1839274525969294,0.0,1.1839274525969294
Bulgaria,2007,ABFLOW013,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW014,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW015,0.9497378144843446,0.0,0.0,0.0
Bulgaria,2007,ABFLOW016,1.0,1.242049870480794,0.0,1.242049870480794
Bulgaria,2007,ABFLOW017,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW018,0.9999999999999999,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW019,0.9999999999999999,1.2420498704807936,0.0,1.2420498704807936
Bulgaria,2007,ABFLOW020,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW021,1.0,1.242049870480794,0.0,1.242049870480794
Bulgaria,2007,ABFLOW022,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW023,0.3862719739426163,0.47976905520578716,0.0,0.47976905520578716
Bulgaria,2007,ABFLOW024,0.4254622735170018,0.5284453617162561,0.0,0.5284453617162561
Bulgaria,2007,ABFLOW025,0.9999999999999999,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW026,1.0,1.2420498704807938,0.0,1.2420498704807938
Bulgaria,2007,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2007,ABFLOW041,0.9786340584789948,0.0,0.0,0.0
Bulgaria,2007,ABFLOW042,0.9996689684763633,0.0,0.0,0.0
Bulgaria,2008,ABFLOW001,0.9996196524253678,0.0,0.0,0.0
Bulgaria,2008,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW003,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW004,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW005,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW007,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW008,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW009,1.0000000000000002,0.0,0.0,0.0
Bulgaria,2008,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW011,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW012,0.9969917550900198,35.08394055658808,0.0,35.08394055658808
Bulgaria,2008,ABFLOW013,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW014,0.9999999999999999,35.18980009360288,0.0,35.18980009360288
Bulgaria,2008,ABFLOW015,0.9968428954107915,0.0,0.0,0.0
Bulgaria,2008,ABFLOW016,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW017,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW018,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW019,0.9913491312787032,34.885377752664446,0.0,34.885377752664446
Bulgaria,2008,ABFLOW020,1.0,35.18980009360289,0.0,35.18980009360289
Bulgaria,2008,ABFLOW021,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW022,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW023,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW024,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW025,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW026,1.0,35.189800093602884,0.0,35.189800093602884
Bulgaria,2008,ABFLOW027,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2008,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW037,0.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2008,ABFLOW041,0.9988684082804026,0.0,0.0,0.0
Bulgaria,2008,ABFLOW042,1.0000000000000002,0.0,0.0,0.0
Bulgaria,2009,ABFLOW001,0.999176559772835,0.0,0.0,0.0
Bulgaria,2009,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW003,1.0,19.215907227766202,0.0,19.215907227766202
Bulgaria,2009,ABFLOW004,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW005,0.9999999999999999,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW007,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW008,0.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW009,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW011,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW012,0.9900779810630825,19.02524663236225,0.0,19.02524663236225
Bulgaria,2009,ABFLOW013,1.0,19.215907227766202,0.0,19.215907227766202
Bulgaria,2009,ABFLOW014,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW015,0.9892688801831044,0.0,0.0,0.0
Bulgaria,2009,ABFLOW016,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW017,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW018,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW019,0.9769710137849195,18.773384365107702,0.0,18.773384365107702
Bulgaria,2009,ABFLOW020,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW021,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW022,1.0,19.2159072277662,0.0,19.2159072277662
Bulgaria,2009,ABFLOW023,1.0,19.215907227766202,0.0,19.215907227766202
Bulgaria,2009,ABFLOW024,1.0,19.215907227766202,0.0,19.215907227766202
Bulgaria,2009,ABFLOW025,1.0,19.215907227766195,0.0,19.215907227766195
Bulgaria,2009,ABFLOW026,1.0,19.215907227766202,0.0,19.215907227766202
Bulgaria,2009,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW037,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2009,ABFLOW041,0.9973413119374424,0.0,0.0,0.0
Bulgaria,2009,ABFLOW042,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2010,ABFLOW001,0.9988653475761186,0.0,0.0,0.0
Bulgaria,2010,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW003,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW004,1.0,19.958871082728706,0.0,19.958871082728706
Bulgaria,2010,ABFLOW005,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW007,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2010,ABFLOW008,0.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW009,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW011,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW012,0.9865925406624035,19.69127333026269,0.0,19.69127333026269
Bulgaria,2010,ABFLOW013,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW014,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW015,0.9859895935100554,0.0,0.0,0.0
Bulgaria,2010,ABFLOW016,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW017,1.0,19.958871082728706,0.0,19.958871082728706
Bulgaria,2010,ABFLOW018,1.0,19.958871082728706,0.0,19.958871082728706
Bulgaria,2010,ABFLOW019,0.9724870281388132,19.409743224248533,0.0,19.409743224248533
Bulgaria,2010,ABFLOW020,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW021,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW022,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW023,0.9999999999999999,19.9588710827287,0.0,19.9588710827287
Bulgaria,2010,ABFLOW024,1.0,19.9588710827287,0.0,19.9588710827287
Bulgaria,2010,ABFLOW025,1.0,19.958871082728702,0.0,19.958871082728702
Bulgaria,2010,ABFLOW026,1.0,19.958871082728706,0.0,19.958871082728706
Bulgaria,2010,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW037,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2010,ABFLOW041,0.9962143927979606,0.0,0.0,0.0
Bulgaria,2010,ABFLOW042,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2011,ABFLOW001,0.9989965556648619,0.0,0.0,0.0
Bulgaria,2011,ABFLOW002,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW003,1.0,18.340827328966782,0.0,18.340827328966782
Bulgaria,2011,ABFLOW004,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW005,1.0000000000000002,18.34082732896679,0.0,18.34082732896679
Bulgaria,2011,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW007,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW008,0.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW009,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW011,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW012,0.9863503560776675,18.090481566685405,0.0,18.090481566685405
Bulgaria,2011,ABFLOW013,0.9999999999999999,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW014,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW015,0.9856385580046808,0.0,0.0,0.0
Bulgaria,2011,ABFLOW016,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW017,0.9999999999999999,18.340827328966782,0.0,18.340827328966782
Bulgaria,2011,ABFLOW018,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW019,0.9649408183105077,17.697812931304934,0.0,17.697812931304934
Bulgaria,2011,ABFLOW020,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW021,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW022,1.0,18.340827328966782,0.0,18.340827328966782
Bulgaria,2011,ABFLOW023,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW024,1.0,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW025,0.9999999999999999,18.340827328966785,0.0,18.340827328966785
Bulgaria,2011,ABFLOW026,1.0,18.340827328966782,0.0,18.340827328966782
Bulgaria,2011,ABFLOW027,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW028,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW029,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW030,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW031,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW032,0.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW033,0.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW034,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW035,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW036,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW037,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW038,0.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW039,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW040,1.0,0.0,0.0,0.0
Bulgaria,2011,ABFLOW041,0.9963640555104478,0.0,0.0,0.0
Bulgaria,2011,ABFLOW042,1.0000000000000002,0.0,0.0,0.0
Bulgaria,2012,ABFLOW001,0.999111389472964,0.0,0.0,0.0
Bulgaria,2012,ABFLOW002,1.0000000000000002,0.0,0.0,0.0
Bulgaria,2012,ABFLOW003,1.0,9.660792673509448,0.0,9.660792673509448
Bulgaria,2012,ABFLOW004,1.0000000000000002,9.66079267350945,0.0,9.66079267350945
Bulgaria,2012,ABFLOW005,0.9999999999999999,9.660792673509446,0.0,9.660792673509446
Bulgaria,2012,ABFLOW006,1.0,0.0,0.0,0.0
Bulgaria,2012,ABFLOW007,0.9999999999999999,0.0,0.0,0.0
Bulgaria,2012,ABFLOW008,0.0,0.0,0.0,0.0
Bulgaria,2012,ABFLOW009,1.0,0.0,0.0,0.0
Bulgaria,2012,ABFLOW010,1.0,0.0,0.0,0.0
Bulgaria,2012,ABFLOW011,1.0,9.660792673509448,0.0,9.660792673509448
Bulgaria,2012,ABFLOW012,0.9879540245882201,9.54441900250605,0.0,9.54441900250605
Bulgaria,2012,ABFLOW013,0.9999999999999999,9.660792673509448,0.0,9.660792673509448
Bulgaria,2012,ABFLOW014,0.9999999999999999,9.660792673509448,0.0,9.660792673509448
Bulgaria,2012,ABFLOW015,0.9873733875619486,0.0,0.0,0.0
Bulgaria,2012,ABFLOW016,1.0,9.660792673509448,0.0,9.660792673509448
Bulgaria,2012,ABFLOW017,0.9999999999999999,9.660792673509446,0.0,9.660792673509446
