Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cabo Verde,CPV,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.71793093,74.10703037,71.05690008,106.1263841,75.16670485,74.00395162,78.27168405,77.61788737,77.35709857,83.24558147,82.24586173,86.48591142,86.17178692,90.4123865,84.68697964,83.16694729,87.02570313,88.21392984,91.48908696,93.27729446,93.88771544,96.46684938,97.12051595,98.5042504,98.40543096,100,101.6799248,102.9986256,104.7538985,105.4818032,105.8680358,107.2971496,114.1032121,118.4306841,#N/A
Cabo Verde,CPV,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.0533663,39.99407349,40.02817332,41.1311131,41.46968529,43.70687514,44.99450606,47.72851937,49.06420925,50.10534054,47.26783511,47.50861612,47.64821641,47.14414162,45.04672256,43.7510569,44.65939758,45.33603373,46.61759774,47.2476135,47.45150763,48.05733871,48.20853439,50.62330977,50.79027031,50.37221077,49.58665847,48.34705734,52.53500748,54.38634491,55.75482559,54.40446854,54.36826503,54.16358669,#N/A
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.25,5.393258427,10.87420043,3.846153846,4.074074074,4.555160142,10.65350579,9.550907413,3.116664327,5.788395904,3.45205833,8.35152498,5.963619618,8.556062581,4.3942351,4.356433745,-2.477456685,3.349964723,1.884534101,1.188170386,-1.890821723,0.418891613,5.369076871,4.410997042,6.774435464,0.991103481,2.078664709,4.473883422,2.540396442,1.506542857,-0.238778145,0.131187999,-1.407816371,0.784415251,1.256995667,1.106666743,0.605795808,1.862152975,7.930929254,3.724375177,#N/A
Cabo Verde,CPV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.345310322,4.792418838,-4.115844707,49.3540866,-29.17246216,-1.546899299,5.766898034,-0.835291449,-0.33599059,7.612078278,-1.200928291,5.155334996,-0.363208871,4.921099737,-6.332546995,-1.79488317,4.639770919,1.365374447,3.712743704,1.954558245,0.654415406,2.747040898,0.677607457,1.424760197,-0.100319979,1.620407559,1.679924793,1.296913676,1.704171191,0.694871191,0.366160426,1.349901126,6.343190404,3.792594321,#N/A
Cabo Verde,CPV,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,27.05341667,24.51516667,25.40816667,25.54325,30.22908333,34.04649167,35.50075,37.433,40.17491667,48.69466667,58.29333333,71.68583333,84.87791667,91.63166667,80.14491667,72.46583333,72.0675,77.97808333,70.03133333,71.40833333,68.01758333,80.42659736,81.89083333,76.85333333,82.59146667,93.17666667,98.1575,102.7,115.8765516,123.2133333,117.2558333,97.7875,88.7479249,88.64616853,87.92606491,80.61502716,75.33600384,80.03541773,83.27868938,79.27688148,86.31895418,83.0725,83.0345,99.38569354,99.68811364,97.80693777,93.41357891,98.49517859,96.79574279,93.21809241,104.8630658,101.8048125,101.9220108
Cambodia,KHM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.174737462,6.585676869,11.5527093,23.96031908,38.32819472,41.39605247,42.65138859,45.21263682,49.89564298,50.52510261,48.36099789,51.45498065,52.48051849,54.19799027,58.26435561,62.93523687,67.21312464,72.99362101,81.59842441,82.2113417,87.36188133,91.68696473,94.10606669,96.80601232,100,103.0693593,104.6979323,106.8719923,110.9508484,114.0492145,113.1091281,116.1016948,120.1826982,121.4603557,#N/A
Cambodia,KHM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,963.9493469,930.1532264,968.2847901,1021.483221,1154.803398,1175.372832,1127.973898,1090.382662,1075.628647,1061.6577,1078.636616,1112.255219,1140.105699,1205.020259,1440.105126,1427.297792,1460.387268,1493.25415,1439.852422,1486.022289,1520.469182,1521.463858,1531.359936,1562.288818,1570.073364,1574.860352,1580.096558,1577.414185,1538.577251,1509.186755,#N/A
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.798944338,7.150861409,7.960213978,14.80650354,4.008207021,-0.791992529,-0.6006483,0.211466568,0.941746118,4.319336774,6.61525912,5.810685505,8.708827706,24.09685193,-1.241717542,3.996395281,5.478447496,2.934316093,2.941625095,3.855688614,1.223931955,3.019139751,2.912635574,2.459085154,1.942575008,2.940295143,2.920734776,5.343702649,2.127467966,#N/A
Cambodia,KHM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.6298623,107.4400466,75.4217452,107.4,59.9652934,8.004180161,3.032501993,6.005075832,10.35773734,1.261552282,-4.283226766,6.397681807,1.993077881,3.272589194,7.502797281,8.016704573,6.79728557,8.60024943,11.78843203,0.75113864,6.264998869,4.950767232,2.638436085,2.869045247,3.299369121,3.069359341,1.580074806,2.076507092,3.816580945,2.792557411,-0.824281403,2.645734035,3.515024831,1.063096072,#N/A
Cambodia,KHM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,162.25,244.9166667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,426.25,718.3333333,1266.583333,2689,2545.25,2450.833333,2624.083333,2946.25,3744.416667,3807.833333,3840.75,3916.333333,3912.083333,3973.333333,4016.25,4092.5,4103.25,4056.166667,4054.166667,4139.333333,4184.916667,4058.5,4033,4027.25,4037.5,4067.75,4058.694579,4050.579986,4051.1669,4061.148963,4092.783219,4098.722795,4102.037865,4110.652746,#N/A
Cameroon,CMR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.27727828,42.75034609,42.2041373,59.00148227,64.67667867,67.90585065,68.18464429,72.38741693,73.1589726,72.33976298,73.44769199,75.26137912,77.3495007,78.86007028,78.97007048,80.04180644,81.88250784,82.28431188,86.3495986,89.4612195,90.07688006,92.40901034,94.20385702,97.08033333,99.03573766,99.34254214,100,101.0251412,102.9415796,104.1457612,104.8805846,107.9441877,115.3179143,120.6914095,#N/A
Cameroon,CMR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,190.5509188,182.9188018,177.5128888,166.8946826,219.7359859,233.1252194,235.3739116,241.0055076,244.8464933,244.0886688,239.0129739,242.7172001,245.6999523,241.7432632,235.9900771,232.8420879,237.1089612,232.6567533,236.0146798,244.0658332,243.1901766,242.6782684,235.5139439,240.556996,239.2697627,241.8776136,237.684496,235.2039032,225.4723511,219.2973938,212.4810181,201.4928894,198.2184859,204.4372584,#N/A
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.092918696,10.3847487,17.23293349,13.55332941,9.930650564,14.69830916,12.46305234,6.580610819,9.551754276,10.7275,13.25701986,16.63122641,11.37332209,8.508374344,7.770024987,13.14049984,1.682332608,-1.665525896,1.099381284,0.060051331,-0.016055046,-3.206554569,35.09446185,9.069690719,3.924063727,4.786238819,3.170751854,1.871745007,1.22719013,4.419772459,2.834422601,0.623163557,0.23364738,2.013539502,5.11757816,0.921402246,5.337806276,3.043618479,1.275380462,2.939699463,2.735296775,2.05034718,1.854898504,2.676235314,0.874190383,0.64040915,1.068858113,2.452802141,2.437608822,2.271857625,6.247677133,7.382813843,#N/A
Cameroon,CMR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.643098431,3.56871353,-1.277671029,39.80023297,9.61873528,4.992791916,0.410559081,6.163811055,1.065869878,-1.119766442,1.531562959,2.469358915,2.77449285,1.952914449,0.139487835,1.357141959,2.299674978,0.490708035,4.940536812,3.603515184,0.688187083,2.589044247,1.942285364,3.053459169,2.01421263,0.309791678,0.661808977,1.025141161,1.896991623,1.169771819,0.705572038,2.921039334,6.831054732,4.65972286,#N/A
Cameroon,CMR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Canada,CAN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.95726902,63.85116017,64.79031549,65.62549044,66.5807554,68.08769477,69.22835091,70.02041207,69.89701842,71.24173615,74.35799148,75.52814592,76.47793007,78.96326167,81.53815406,84.07940356,86.24038942,89.08679283,92.64698299,90.49301284,93.07083098,96.09047237,97.26128068,98.95434466,100.8752454,100,100.7169781,103.3064264,105.0121376,106.6356996,107.7775656,116.0385709,124.9199542,126.8371134,#N/A
Canada,CAN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.296125,1.312738,1.298617,1.292294,1.280257,1.27043,1.262316,1.257635,1.2641,1.26584,1.270074,1.271071,1.287024,1.284741,1.272632,1.259993,1.286621,1.273705,1.301879,1.301623,1.295801,1.284584,1.284164,1.303071,1.311276,1.340276,1.300739,1.298456,1.287093,1.310215,1.286418,1.243862,1.224085,1.213754,#N/A
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.988028731,7.487647282,10.99717115,10.6721886,7.54173863,7.976445396,8.973723352,9.144676979,10.12922051,12.47161241,10.7689719,5.86358803,4.304778304,3.962030541,4.194786291,4.356108712,4.028234149,4.9836219,4.780476933,5.625864086,1.490132904,1.865079365,0.165562914,2.148760331,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547,1.596884129,2.268225672,1.949269024,0.716999632,3.395193185,6.802801153,3.879001598,2.381583833
Canada,CAN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.352301725,3.056769896,1.470850834,1.289042882,1.455630961,2.263325732,1.67527502,1.144128307,-0.176225256,1.923855642,4.374199031,1.573676767,1.257523455,3.249737007,3.260873898,3.116638505,2.570172675,3.300545644,3.996316455,-2.324922072,2.848637766,3.244455176,1.218443707,1.740737906,1.941198977,-0.867651312,0.716978141,2.571014654,1.651118198,1.546070754,1.070810268,7.664865423,7.653819927,1.534710113,#N/A
Canada,CAN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.990662556,1.00009014,0.978017526,1.017159263,0.986028304,1.063441611,1.140659171,1.171424496,1.169226867,1.198903121,1.233734912,1.232411827,1.295065611,1.365507392,1.389471059,1.325982582,1.230700847,1.183972084,1.166773627,1.145725844,1.20872292,1.290087882,1.365673448,1.372445418,1.363521636,1.384598028,1.483505302,1.485704819,1.485394095,1.548839955,1.570342834,1.401014548,1.301281595,1.211405134,1.134344726,1.074045622,1.067086918,1.141535406,1.030112735,0.989258159,0.999364744,1.030137364,1.104747132,1.278786204,1.325615164,1.297935846,1.295817928,1.326793363,1.341152672,1.253876902,1.301554775,1.349908641,1.369359766
Cayman Islands,CYM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.65072291,93.43628232,96.28396559,96.87165959,96.67171083,96.22658305,97.44039784,98.78332464,99.65926441,100,101.0000923,103.0067604,105.7496239,109.3412111,109.4935997,111.8426011,115.8501984,120.0682125,#N/A
Cayman Islands,CYM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.165959684,1.15031373,1.129891515,1.08856189,1.153074116,1.177009856,1.165103638,1.154875598,1.176157117,1.178517461,1.21519959,1.207281709,1.167502403,#N/A,#N/A,#N/A
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.276140862,1.325435758,1.188948452,2.160611468,1.273979115,-2.347527702,-0.625258359,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cayman Islands,CYM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.072848534,3.047727495,0.610375781,-0.206405838,-0.460452988,1.261413171,1.378203316,0.886728378,0.341900568,1.000092333,1.986798246,2.662799499,3.396312039,0.139369732,2.145332162,3.5832476,3.640920969,#N/A
Cayman Islands,CYM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.800497304,0.816341891,0.838825881,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333
Central African Republic,CAF,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,113.482889,118.2620045,123.0032643,130.6061406,133.8549511,149.7753957,153.8317074,158.4160678,168.6239339,166.5597794,170.4370197,173.8153551,179.3527064,190.0563404,196.5181666,#N/A
Central African Republic,CAF,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,224.6306096,209.5510843,201.2884821,189.8174415,230.448696,267.1750459,269.2353219,267.3243329,258.2755743,249.1711039,248.7530189,251.1932007,253.0373148,257.6507547,245.7474043,244.5370583,252.7557039,248.104346,261.0540779,271.2107564,270.8131202,265.6614075,261.9031647,263.0259854,300.4363096,298.3864834,296.0618343,307.3985596,299.2472229,293.9213562,284.8044739,276.3265381,270.1358776,267.1853466,#N/A
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.033333333,13.2960987,14.61261129,2.542209668,10.42384023,2.245152512,-6.986802706,-3.964468821,0.689055807,-0.012330456,-2.762362807,-1.033608117,-2.915358493,24.57101373,19.18940397,3.724941103,1.611313478,-1.885200962,-1.414202201,3.203400916,3.834860602,2.331817035,4.134709052,-2.066406011,2.883520734,6.695264658,0.959917619,9.258950994,3.521262272,1.4910237,1.194475724,5.478295943,6.98879342,14.89868418,1.402970171,4.945432761,4.180723319,1.61215687,2.685373553,1.710156595,4.259364175,5.583167352,2.979138526,#N/A
Central African Republic,CAF,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.836645106,-0.389815608,2.782647022,-3.433020318,24.41256968,9.897975858,-3.543045733,0.823381001,-0.414154095,4.08471549,8.506601078,0.425938675,-2.371881706,1.336418631,-4.439785938,4.188437082,3.334045939,1.83823165,7.077070724,0.711628391,4.211309311,4.009115057,6.181036177,2.487486778,11.8938033,2.708263108,2.980114084,6.443706288,-1.224117158,2.327837051,1.982160556,3.185766469,5.96792445,3.39995299,#N/A
Central African Republic,CAF,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Chad,TCD,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.3831357,39.56284098,34.45664161,34.00367332,48.81056054,53.12205948,59.20902673,61.44877719,65.59620638,60.62869338,63.83583295,72.64367951,74.02958975,74.0880766,81.3,100,109.9844279,113.6160414,123.4424881,111.6429237,118.7782408,128.9698877,130.3850043,124.9852822,125.7924188,115.1252,113.512481,113.5445504,119.238421,122.643911,115.9538127,124.2637312,143.0836247,141.7434976,#N/A
Chad,TCD,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,183.7459323,181.9106948,171.0664643,152.1579168,210.1657032,223.3001757,241.5225296,249.1562846,255.7967995,230.2314275,231.2241467,252.8230703,261.7970031,251.4995503,231.8242585,241.9086908,253.181673,224.0673689,238.0023816,262.6231318,253.0165937,250.250885,266.820325,296.0187268,290.3839221,243.4633517,235.8814641,232.9632416,229.7293854,218.173233,226.2915497,215.8571472,211.4306456,225.0770902,238.0854519
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.25089606,5.153999006,-13.05657258,-5.974842767,15.47751765,-3.689134604,-0.738282265,3.19387473,-3.113030672,-8.427933487,41.72489724,9.230325998,11.33087891,5.572257111,4.258851102,-8.025059627,3.822600881,12.43128653,5.191818952,-1.752569412,-5.355400289,7.890365675,8.03628898,-8.97473962,10.29697582,9.952422907,-2.077865746,2.029240537,7.516623647,0.222671565,1.681973139,4.377126651,-0.792440525,-1.53709963,4.274621986,-0.971939175,4.464144372,-0.77284437,5.788026878,10.83635684,8.899507323
Chad,TCD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.012329035,3.073498966,-12.90655383,-1.314603719,43.54496377,8.833127266,11.45845495,3.782785465,6.749408829,-7.572866285,5.28980486,13.79765275,1.90781944,0.079004692,9.73425648,23.00123001,9.98442792,3.301934263,8.64881979,-9.558754478,6.391195051,8.580398958,1.097245712,-4.141367404,0.645785332,-8.480017258,-1.400839279,0.028251914,5.014657778,2.85603412,-5.454896408,7.166576289,15.14512189,-0.936604165,#N/A
Chad,TCD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Channel Islands,CHI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.81863326,65.29577032,67.49124135,71.17265687,72.62327409,73.91507819,76.15777334,77.22132039,79.58607437,83.01568633,85.46860636,87.89023103,88.08081229,94.56208213,100.0018447,#N/A
Channel Islands,CHI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Channel Islands,CHI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.314585858,3.362347998,5.454656708,2.03816645,1.778774256,3.034151089,1.396504926,3.062307102,4.309311629,2.954766913,2.833349889,0.216840096,7.358322059,5.75258335,#N/A
