regionName,sector,year,co2_int,ccost_int
Estonia,Tobacco,2021.0,2.6173465235277544e-08,1.244914051767969e-06
Estonia,Veg,2021.0,2.5704262303147565e-07,1.2270664393128896e-05
Estonia,Waste & recycling,2021.0,6.848783923592645e-08,3.5963084208442323e-07
Estonia,Water & sewage,2021.0,3.022135879236132e-08,1.4899065625779956e-06
Estonia,Water transport,2021.0,7.623466270906077e-09,0.0
Estonia,Ws retail repair m vehicles,2021.0,1.768115252960617e-10,0.0
Finland,Agriculture,2021.0,2.057689098552346e-08,5.551299322517002e-07
Finland,Air transport,2021.0,1.7915040307914927e-08,2.1040959250247063e-07
Finland,Arts and recreation,2021.0,1.2661046049218215e-10,9.468902618314997e-09
Finland,Basic metals,2021.0,1.8157358447926141e-07,1.8107947101913908e-05
Finland,Beverage,2021.0,3.2988474660337646e-09,4.2595147658208864e-07
Finland,Cement lime plaster prod,2021.0,8.666625221333513e-07,1.9028111321254025e-05
Finland,Cereals,2021.0,1.9125864776495284e-08,2.52541241463414e-06
Finland,Coke oven products,2021.0,2.1179284077725307e-07,1.4393883937781695e-05
Finland,Comp electronics & optical,2021.0,3.476961681721254e-11,4.094116429535019e-09
Finland,Construction,2021.0,1.7163538282891616e-08,2.1976354882486604e-06
Finland,Dairy,2021.0,1.6274967622110727e-09,2.0892758069846365e-07
Finland,Education,2021.0,1.361131228664189e-10,1.0179584692186213e-08
Finland,Electric power & gas,2021.0,1.2254169521499888e-06,8.5721029857899e-05
Finland,Electrical equipment,2021.0,1.168313829126902e-10,1.228239969808007e-08
Finland,Fabricated metal products,2021.0,6.690348323469656e-10,6.855873650092055e-08
Finland,Fertilizers,2021.0,1.3059577589200218e-08,1.5212184601946293e-06
Finland,Finance & Insurance,2021.0,1.0583342697197046e-10,7.915036481697486e-09
Finland,Fish,2021.0,1.3714247038217929e-08,1.8282907485171505e-06
Finland,Fishing,2021.0,2.679669699061354e-10,2.0040628026329752e-08
Finland,Forestry,2021.0,3.758693657096372e-08,4.518734789759535e-06
Finland,Fruit,2021.0,1.5244989784455498e-08,2.045999124364384e-06
Finland,Furniture & other manuf,2021.0,3.58727094402356e-09,4.80272429541818e-07
Finland,Gas extraction,2021.0,1.2473572031894796e-07,1.5086435933243535e-05
Finland,Gov security order,2021.0,1.762082159644123e-08,5.7618905934417445e-09
Finland,Hard coal,2021.0,9.372593097775158e-08,2.6885734147631643e-06
Finland,Health and social work,2021.0,1.3017268796031033e-10,9.735313346692967e-09
Finland,Hospitality,2021.0,1.6538225244059286e-11,0.0
Finland,IT,2021.0,3.3663555031774156e-12,2.517619185200259e-10
Finland,Lignite and peat,2021.0,1.7954461898525358e-07,6.106297664226058e-06
Finland,Machinery and equipment,2021.0,5.01825021965289e-10,6.447717363050702e-08
Finland,Meat,2021.0,3.805745304223106e-09,5.018395248880921e-07
Finland,Motor vehicles & trans equip,2021.0,2.1193469240375576e-09,2.7808117200142897e-07
Finland,Other chemicals,2021.0,7.09785699809998e-08,8.423281964819906e-06
Finland,Other food,2021.0,7.204385710107591e-09,9.494460287136161e-07
Finland,Other mining & quarrying,2021.0,3.102224873580714e-08,4.077311289872461e-06
Finland,Other non-metallic minerals,2021.0,1.7252240536098273e-07,1.2056699788287604e-05
Finland,Other services,2021.0,2.28622579447376e-09,2.620079725337594e-07
Finland,Paint glues detergents,2021.0,1.0241843990190791e-07,1.2172762085352956e-05
Finland,Petroleum extraction,2021.0,3.4238074285179985e-07,3.8795583252690845e-05
Finland,Pharma,2021.0,4.836505673051903e-10,5.620320531588361e-08
Finland,Pipeline transport,2021.0,3.5679727120188334e-10,0.0
Finland,Postal & courier,2021.0,4.508333947672546e-09,3.0305251687785385e-07
Finland,Printing,2021.0,2.771156836798475e-10,3.6155378810849873e-08
Finland,Property and real estate,2021.0,3.379075260165944e-11,2.5271319963680575e-09
Finland,Publishing,2021.0,1.5709496827477153e-10,2.0028798783469373e-08
Finland,Rail transport,2021.0,1.519253947821457e-08,0.0
Finland,Refined petroleum products,2021.0,7.700074560334945e-08,9.224398998675115e-06
Finland,Rep and instal of machinery,2021.0,2.0794266766162482e-11,0.0
Finland,Road transport,2021.0,1.745850509334283e-07,1.2859759766634606e-05
Finland,Rubber & plastic,2021.0,3.3774866448043093e-09,4.4224156253593995e-07
Finland,Sawmill pulp paper,2021.0,9.20901721699477e-08,1.2387120641237162e-05
Finland,Services to transport,2021.0,1.14461090504382e-09,5.941741064934468e-09
Finland,Telecomm,2021.0,5.3446349464122905e-11,3.997128486958316e-09
Finland,Textiles & leather,2021.0,2.6336226151186206e-09,3.4678826408183545e-07
Finland,Tobacco,2021.0,2.803917628718215e-09,3.6716409699613314e-07
Finland,Veg,2021.0,2.7747409429010917e-08,3.6985259603578756e-06
Finland,Waste & recycling,2021.0,1.4845251979797006e-07,4.390836488151115e-06
Finland,Water & sewage,2021.0,3.7830388881658816e-11,4.6668470860539985e-09
Finland,Water transport,2021.0,5.196535182690087e-08,0.0
Finland,Ws retail repair m vehicles,2021.0,2.7969203424302883e-11,2.090838112181345e-09
France,Agriculture,2021.0,1.6055269926003527e-08,2.824098926277935e-07
France,Air transport,2021.0,3.4344146577371386e-08,4.923758631622096e-07
France,Arts and recreation,2021.0,5.022796324383358e-11,2.279486074176387e-09
France,Basic metals,2021.0,2.984712285180226e-07,2.3558904466957534e-05
France,Beverage,2021.0,1.1137164322359966e-08,5.885827734983738e-07
France,Cement lime plaster prod,2021.0,1.0480322458819194e-06,1.0987594009128393e-05
France,Cereals,2021.0,1.2078747544245394e-07,6.729723316079039e-06
France,Coke oven products,2021.0,1.5839855897210122e-06,4.2251901946619536e-05
France,Comp electronics & optical,2021.0,1.802686110563501e-09,1.0109233974080233e-07
France,Construction,2021.0,9.668268970105922e-09,4.969588684157808e-07
France,Dairy,2021.0,1.2254697357387057e-08,6.548229243953707e-07
France,Education,2021.0,2.7742998363273505e-10,1.2590552023377957e-08
France,Electric power & gas,2021.0,3.701658862722516e-07,2.570640782692172e-05
France,Electrical equipment,2021.0,9.105713085022587e-09,6.929557883643279e-07
France,Fabricated metal products,2021.0,8.342149896242948e-09,6.414412047199488e-07
France,Fertilizers,2021.0,2.959028532207363e-08,1.6656230181146125e-06
France,Finance & Insurance,2021.0,6.740016905505658e-11,3.058809014657739e-09
France,Fish,2021.0,9.736641942137571e-08,5.472815598808246e-06
France,Fishing,2021.0,5.053173102352996e-10,2.2932719093742017e-08
France,Forestry,2021.0,5.03999142547648e-08,2.6201153905261945e-06
France,Fruit,2021.0,1.3607154603885702e-07,7.751348656178346e-06
France,Furniture & other manuf,2021.0,5.483105489476483e-09,3.08622195978316e-07
France,Gas extraction,2021.0,8.101190652312232e-09,8.358622159527626e-07
France,Gov security order,2021.0,5.414354486460316e-09,5.9664359568148775e-09
France,Hard coal,2021.0,1.6924848932109802e-07,5.366752027334499e-07
France,Health and social work,2021.0,2.971241617652258e-10,1.3484329152612303e-08
France,Hospitality,2021.0,2.930766139259142e-10,0.0
France,IT,2021.0,1.1212672903811629e-10,5.088625954123549e-09
France,Lignite and peat,2021.0,1.565284891676289e-08,2.9585308923334246e-07
France,Machinery and equipment,2021.0,5.788143449278618e-09,3.15146790609794e-07
France,Meat,2021.0,1.9916802066314896e-08,1.102176669784348e-06
France,Motor vehicles & trans equip,2021.0,4.149912450093213e-09,2.247382910423027e-07
France,Other chemicals,2021.0,1.741190550751552e-07,1.011848898428277e-05
France,Other food,2021.0,3.384997810862409e-08,1.8704781802430345e-06
France,Other mining & quarrying,2021.0,7.141456021675935e-09,3.733306957948388e-07
France,Other non-metallic minerals,2021.0,2.6731203214056564e-07,8.783687567229831e-06
France,Other services,2021.0,1.7984307155459162e-09,9.454844153283859e-08
France,Paint glues detergents,2021.0,1.0500562985250764e-07,6.214361050121001e-06
France,Petroleum extraction,2021.0,9.163752388359664e-09,9.034797017092733e-07
France,Pharma,2021.0,1.2758972521073814e-08,6.976529003890595e-07
France,Pipeline transport,2021.0,3.5333912884638475e-10,0.0
France,Postal & courier,2021.0,2.3427240337073074e-08,1.2352451993321341e-06
France,Printing,2021.0,1.3650392273205257e-08,7.627219049821818e-07
France,Property and real estate,2021.0,2.4319566852074456e-11,1.1036902631346736e-09
France,Publishing,2021.0,1.418133832946555e-09,7.406492518868599e-08
France,Rail transport,2021.0,7.830327354689287e-09,0.0
France,Refined petroleum products,2021.0,1.6780995260231843e-07,1.5643410953724195e-05
France,Rep and instal of machinery,2021.0,1.2567241035038428e-08,0.0
France,Road transport,2021.0,3.9892883071800794e-07,2.10465094491065e-05
France,Rubber & plastic,2021.0,2.607487861107169e-08,1.4338697650157695e-06
France,Sawmill pulp paper,2021.0,6.617544382896109e-08,3.637745024940974e-06
France,Services to transport,2021.0,1.7463691630009064e-10,7.007131032958166e-09
France,Telecomm,2021.0,8.88822830431159e-11,4.0337276957504415e-09
France,Textiles & leather,2021.0,1.1727475881783927e-08,6.538753747607153e-07
France,Tobacco,2021.0,3.075723658979196e-08,1.6968715347066932e-06
France,Veg,2021.0,2.0397052848511523e-07,1.0867718503233555e-05
France,Waste & recycling,2021.0,1.3587142767464626e-07,6.827338905893297e-06
France,Water & sewage,2021.0,4.311412123001086e-09,2.2521193153330553e-07
France,Water transport,2021.0,1.5816462846592823e-08,0.0
France,Ws retail repair m vehicles,2021.0,1.77192772240816e-10,7.616083957197384e-09
Germany,Agriculture,2021.0,3.6235683548856904e-08,2.429045111753446e-07
Germany,Air transport,2021.0,3.875453069301207e-08,1.525672301359724e-07
Germany,Arts and recreation,2021.0,1.1511093774338145e-10,0.0
Germany,Basic metals,2021.0,2.1859283651651669e-07,1.2700896737717694e-05
Germany,Beverage,2021.0,1.7771342580336597e-08,9.946423651382222e-07
Germany,Cement lime plaster prod,2021.0,1.0869272746269642e-06,1.03130968148765e-05
Germany,Cereals,2021.0,1.1476237229779556e-07,6.573436560876135e-06
Germany,Coke oven products,2021.0,3.399360405933568e-07,8.88960259125824e-06
Germany,Comp electronics & optical,2021.0,4.132970504283498e-09,2.457614075548383e-07
Germany,Construction,2021.0,1.282206332478602e-08,6.911473825681251e-07
Germany,Dairy,2021.0,1.3881357207001988e-08,7.67623779861199e-07
Germany,Education,2021.0,3.540332295189469e-10,0.0
Germany,Electric power & gas,2021.0,1.104679259141771e-06,6.931960360698576e-05
Germany,Electrical equipment,2021.0,3.1422815429173658e-09,1.857270218671284e-07
Germany,Fabricated metal products,2021.0,9.12084441756429e-09,5.245168185737147e-07
Germany,Fertilizers,2021.0,2.5062735938290185e-08,1.4146664204120942e-06
Germany,Finance & Insurance,2021.0,8.461760031515439e-11,0.0
Germany,Fish,2021.0,1.9937685930333287e-07,1.1576143373917833e-05
Germany,Fishing,2021.0,3.213138688747363e-10,0.0
Germany,Forestry,2021.0,6.429229761937962e-08,2.6067327105221507e-06
Germany,Fruit,2021.0,1.4848078178373406e-07,8.538982843851337e-06
Germany,Furniture & other manuf,2021.0,8.646299942557431e-09,5.112771985217977e-07
Germany,Gas extraction,2021.0,6.020088794498133e-08,3.4726957162150874e-06
Germany,Gov security order,2021.0,6.554194090785137e-10,0.0
Germany,Hard coal,2021.0,9.344738528091022e-09,1.2757396713488072e-07
Germany,Health and social work,2021.0,3.3482753339697624e-10,0.0
Germany,Hospitality,2021.0,4.987273431952919e-10,0.0
Germany,IT,2021.0,1.0421098732719334e-10,0.0
Germany,Lignite and peat,2021.0,1.2878178404226957e-07,4.6111394967506875e-07
Germany,Machinery and equipment,2021.0,5.463840935096822e-09,3.014589260537522e-07
Germany,Meat,2021.0,1.561579821448016e-08,8.866152308722496e-07
Germany,Motor vehicles & trans equip,2021.0,1.0829362707447329e-08,6.01570671110976e-07
Germany,Other chemicals,2021.0,9.426849743809612e-08,5.311708989935664e-06
Germany,Other food,2021.0,3.9598768131426024e-08,2.249056004132705e-06
Germany,Other mining & quarrying,2021.0,4.5965763881753824e-08,2.617124841877234e-06
Germany,Other non-metallic minerals,2021.0,2.9480019623256813e-07,9.022913790990458e-06
Germany,Other services,2021.0,1.3564592562979851e-09,7.602247760317305e-08
Germany,Paint glues detergents,2021.0,7.921094837363075e-08,4.371839377868662e-06
Germany,Petroleum extraction,2021.0,5.348229039641134e-08,3.0507906652641116e-06
Germany,Pharma,2021.0,7.578117960344888e-09,4.3360937178207253e-07
Germany,Pipeline transport,2021.0,3.0569561852008544e-09,0.0
Germany,Postal & courier,2021.0,6.998487208662587e-08,0.0
Germany,Printing,2021.0,3.064121055041202e-08,1.798110256629778e-06
Germany,Property and real estate,2021.0,2.084173562531569e-11,0.0
Germany,Publishing,2021.0,3.0427201174493072e-09,1.6659944674881918e-07
Germany,Rail transport,2021.0,1.882066878795667e-08,0.0
Germany,Refined petroleum products,2021.0,1.9745508080580234e-07,1.1637886850513982e-05
Germany,Rep and instal of machinery,2021.0,4.071193542961415e-09,0.0
Germany,Road transport,2021.0,2.2706669626096536e-07,0.0
Germany,Rubber & plastic,2021.0,1.6294956273096462e-08,9.232721880784285e-07
Germany,Sawmill pulp paper,2021.0,1.1885819144702845e-07,6.910391680829122e-06
Germany,Services to transport,2021.0,6.620628896939458e-09,0.0
Germany,Telecomm,2021.0,8.008666287376345e-11,0.0
Germany,Textiles & leather,2021.0,8.648437424801376e-09,4.978390920725981e-07
Germany,Tobacco,2021.0,1.026169864184277e-08,5.745551490922337e-07
Germany,Veg,2021.0,2.1503741998196805e-07,1.241481383061414e-05
Germany,Waste & recycling,2021.0,3.671003660864298e-08,1.4984660220547297e-06
Germany,Water & sewage,2021.0,5.075670020022063e-09,2.795064106219336e-07
Germany,Water transport,2021.0,8.108618610748684e-09,0.0
Germany,Ws retail repair m vehicles,2021.0,4.711999356152755e-10,0.0
Greece,Agriculture,2021.0,2.949047231840726e-08,1.6217446399493085e-07
Greece,Air transport,2021.0,2.7844772582977618e-08,2.986668382329484e-07
Greece,Arts and recreation,2021.0,2.923480027761276e-10,0.0
Greece,Basic metals,2021.0,1.6418366099158065e-07,8.810902116244126e-06
Greece,Beverage,2021.0,1.7562309500403194e-08,8.629188568272135e-07
Greece,Cement lime plaster prod,2021.0,3.7843294859714914e-06,2.2821607105026354e-05
Greece,Cereals,2021.0,1.0136503203966635e-07,5.060115857338099e-06
Greece,Coke oven products,2021.0,1.1268763880062709e-06,6.486756426104601e-05
Greece,Comp electronics & optical,2021.0,2.80441263764033e-10,1.4213275402095321e-08
Greece,Construction,2021.0,1.3679955286145037e-08,6.447319410035467e-07
Greece,Dairy,2021.0,7.1339813027236595e-09,3.5638566275743175e-07
Greece,Education,2021.0,1.64551856908424e-10,0.0
Greece,Electric power & gas,2021.0,1.4874835817688637e-06,9.407508733761556e-05
Greece,Electrical equipment,2021.0,5.624700941701851e-10,2.9532422910293667e-08
Greece,Fabricated metal products,2021.0,4.649982235658811e-08,2.4890418785622925e-06
Greece,Fertilizers,2021.0,1.6127953483228664e-07,8.191664448620131e-06
Greece,Finance & Insurance,2021.0,4.900701079422746e-11,0.0
Greece,Fish,2021.0,3.498829283376467e-07,1.799515501413544e-05
Greece,Fishing,2021.0,1.1562654595837425e-09,0.0
Greece,Forestry,2021.0,8.115234125491389e-09,3.9378238815239187e-07
Greece,Fruit,2021.0,2.955557864036535e-08,1.446966271129726e-06
Greece,Furniture & other manuf,2021.0,5.322858687684907e-09,2.700244454431129e-07
Greece,Gas extraction,2021.0,2.957316815243619e-08,1.7820346338154157e-06
Greece,Gov security order,2021.0,2.2285910052359725e-08,0.0
Greece,Hard coal,2021.0,4.133181480531074e-10,2.1239443549570863e-08
Greece,Health and social work,2021.0,1.7968012732440896e-10,0.0
Greece,Hospitality,2021.0,7.996243747477362e-11,0.0
Greece,IT,2021.0,2.1577105950252511e-10,0.0
Greece,Lignite and peat,2021.0,4.582908052561086e-09,2.4155554265647894e-07
Greece,Machinery and equipment,2021.0,1.5645825852303192e-09,7.344075719486282e-08
Greece,Meat,2021.0,2.758200519141556e-08,1.3970962767970063e-06
Greece,Motor vehicles & trans equip,2021.0,1.3293657636541335e-09,6.344992268854098e-08
Greece,Other chemicals,2021.0,2.732309957411224e-07,1.4517565466047137e-05
Greece,Other food,2021.0,4.474283356946655e-08,2.241090196379666e-06
Greece,Other mining & quarrying,2021.0,1.290455393854428e-08,5.404445057121974e-07
Greece,Other non-metallic minerals,2021.0,1.2213724499687437e-06,2.8351439376615613e-05
Greece,Other services,2021.0,1.1631956293569118e-09,5.9269602967068944e-08
Greece,Paint glues detergents,2021.0,2.5642685142640055e-07,1.325845468681846e-05
Greece,Petroleum extraction,2021.0,9.979761755338119e-09,6.014278217262482e-07
Greece,Pharma,2021.0,1.7837843994138447e-08,9.106262832485834e-07
Greece,Pipeline transport,2021.0,6.649347559833558e-11,0.0
Greece,Postal & courier,2021.0,1.3854291844756824e-08,0.0
Greece,Printing,2021.0,3.623780257454045e-08,1.7871345590143495e-06
Greece,Property and real estate,2021.0,1.2612619466959395e-12,0.0
Greece,Publishing,2021.0,3.621226734629817e-10,1.8120100169327235e-08
Greece,Rail transport,2021.0,1.0246914743340995e-08,0.0
Greece,Refined petroleum products,2021.0,1.2681498259031026e-07,6.562348563729402e-06
Greece,Rep and instal of machinery,2021.0,8.03143516719681e-10,0.0
Greece,Road transport,2021.0,4.3700405543659503e-07,0.0
Greece,Rubber & plastic,2021.0,2.4983262826071244e-09,1.2035407512857907e-07
Greece,Sawmill pulp paper,2021.0,4.5221365082839e-08,2.258743957343096e-06
Greece,Services to transport,2021.0,9.032009033520413e-10,0.0
Greece,Telecomm,2021.0,8.3741793629025e-11,0.0
Greece,Textiles & leather,2021.0,1.169558561137062e-09,5.5753165097827454e-08
Greece,Tobacco,2021.0,2.5039752014976656e-08,1.1871534974604096e-06
Greece,Veg,2021.0,2.6240943359717196e-08,1.3222912065436796e-06
Greece,Waste & recycling,2021.0,9.983450607596387e-09,3.708664185354318e-07
Greece,Water & sewage,2021.0,1.714720707112749e-08,8.066157297230536e-07
Greece,Water transport,2021.0,1.0055036400333978e-07,0.0
Greece,Ws retail repair m vehicles,2021.0,2.801935624952927e-10,0.0
Hungary,Agriculture,2021.0,3.544471716084401e-08,1.851189694668267e-06
Hungary,Air transport,2021.0,4.5856397265556753e-10,0.0
Hungary,Arts and recreation,2021.0,6.353579801505201e-10,0.0
Hungary,Basic metals,2021.0,2.29853028210728e-07,1.3883215421097456e-05
Hungary,Beverage,2021.0,2.6111570327641603e-08,1.5309527258407445e-06
Hungary,Cement lime plaster prod,2021.0,2.4395866898674445e-06,2.7048660752231693e-05
Hungary,Cereals,2021.0,1.1511191869992e-07,6.836051583750877e-06
Hungary,Coke oven products,2021.0,5.109164563984733e-07,1.5016866608025581e-05
Hungary,Comp electronics & optical,2021.0,1.063941982579146e-08,6.03897276897248e-07
Hungary,Construction,2021.0,3.200386272960545e-08,1.768775503371294e-06
Hungary,Dairy,2021.0,2.84375473139282e-08,1.6622913586286367e-06
Hungary,Education,2021.0,1.0022502180131788e-09,0.0
Hungary,Electric power & gas,2021.0,2.316840043391137e-06,0.00014214689859268356
Hungary,Electrical equipment,2021.0,1.0735894874637677e-08,6.642201207659499e-07
Hungary,Fabricated metal products,2021.0,2.610759297181337e-08,1.564457113130307e-06
Hungary,Fertilizers,2021.0,1.318586605089909e-07,7.414144616081415e-06
Hungary,Finance & Insurance,2021.0,4.0078199417443904e-10,0.0
Hungary,Fish,2021.0,1.3323885829567824e-06,8.164954245059986e-05
Hungary,Fishing,2021.0,6.220980335000363e-10,0.0
Hungary,Forestry,2021.0,1.0966132109502421e-07,6.761354737629461e-06
Hungary,Fruit,2021.0,1.3590849953646502e-07,8.10707915038373e-06
Hungary,Furniture & other manuf,2021.0,3.01255054395039e-08,1.7275038954459533e-06
Hungary,Gas extraction,2021.0,5.744455365066782e-08,2.4262753674775916e-06
Hungary,Gov security order,2021.0,4.945594347745737e-09,0.0
Hungary,Hard coal,2021.0,1.7480096628727158e-07,5.20625918870355e-06
Hungary,Health and social work,2021.0,9.183830938672882e-10,0.0
Hungary,Hospitality,2021.0,5.214704668063018e-10,0.0
Hungary,IT,2021.0,2.2659581905932505e-09,0.0
Hungary,Lignite and peat,2021.0,3.4006063882854283e-07,1.0169625993840964e-05
Hungary,Machinery and equipment,2021.0,1.5074710463670363e-08,8.77091180119879e-07
Hungary,Meat,2021.0,3.0062164028471385e-08,1.7538646946582302e-06
Hungary,Motor vehicles & trans equip,2021.0,6.503657844357063e-09,3.707139345984434e-07
Hungary,Other chemicals,2021.0,2.7576069292805196e-07,1.5454087073125695e-05
Hungary,Other food,2021.0,7.078617013984537e-08,4.16737527735876e-06
Hungary,Other mining & quarrying,2021.0,1.4566670955779386e-07,8.345797466488302e-06
Hungary,Other non-metallic minerals,2021.0,4.184612866731535e-07,1.3403157101519792e-05
Hungary,Other services,2021.0,6.1473880217736494e-09,3.091785621162451e-07
Hungary,Paint glues detergents,2021.0,3.7085920051851507e-07,2.0628250444139107e-05
Hungary,Petroleum extraction,2021.0,6.244725966009122e-08,2.882229982165449e-06
Hungary,Pharma,2021.0,4.0452856688352527e-08,2.269812399009859e-06
Hungary,Pipeline transport,2021.0,6.183548038886521e-08,0.0
Hungary,Postal & courier,2021.0,2.2740466090473912e-08,0.0
Hungary,Printing,2021.0,1.6673730938545224e-07,1.0177874560618472e-05
Hungary,Property and real estate,2021.0,1.3062204664215812e-09,0.0
Hungary,Publishing,2021.0,8.457439588796486e-09,4.704328152144383e-07
Hungary,Rail transport,2021.0,4.282305745835518e-08,0.0
Hungary,Refined petroleum products,2021.0,1.399643852757348e-07,7.070570214567913e-06
Hungary,Rep and instal of machinery,2021.0,1.929758328514946e-08,0.0
Hungary,Road transport,2021.0,7.567657396683991e-07,0.0
Hungary,Rubber & plastic,2021.0,2.9167950675552772e-08,1.7159094417901598e-06
Hungary,Sawmill pulp paper,2021.0,1.1551014243915906e-07,6.894614732415167e-06
Hungary,Services to transport,2021.0,1.8639311335084813e-08,0.0
Hungary,Telecomm,2021.0,1.2573028222756226e-09,0.0
Hungary,Textiles & leather,2021.0,1.700956854521712e-08,1.0011342640727572e-06
Hungary,Tobacco,2021.0,3.7676669050689487e-08,2.187124128758391e-06
Hungary,Veg,2021.0,1.809776571763476e-07,1.0631012901529056e-05
Hungary,Waste & recycling,2021.0,4.062754065610575e-08,1.8117044150790044e-06
Hungary,Water & sewage,2021.0,3.369867494499207e-08,2.010593120369663e-06
Hungary,Water transport,2021.0,1.8526191644550295e-09,0.0
Hungary,Ws retail repair m vehicles,2021.0,2.0918617445468635e-09,0.0
India,Agriculture,2021.0,4.7338543126182254e-08,0.0
India,Air transport,2021.0,4.774913194090425e-07,0.0
India,Arts and recreation,2021.0,1.4151168413968864e-11,0.0
India,Basic metals,2021.0,7.156553673831264e-07,0.0
India,Beverage,2021.0,3.746153096730688e-07,0.0
India,Cement lime plaster prod,2021.0,2.8867288901575153e-06,0.0
India,Cereals,2021.0,6.364344504289996e-08,0.0
India,Coke oven products,2021.0,1.1456557299260003e-05,0.0
India,Comp electronics & optical,2021.0,4.1302177623125176e-08,0.0
India,Construction,2021.0,9.096466460661181e-08,0.0
India,Dairy,2021.0,3.7035356078068335e-08,0.0
India,Education,2021.0,1.1220266422860197e-11,0.0
India,Electric power & gas,2021.0,8.316851026650153e-06,0.0
India,Electrical equipment,2021.0,3.421882134384828e-08,0.0
India,Fabricated metal products,2021.0,1.407432471791608e-07,0.0
India,Fertilizers,2021.0,2.460914790960278e-07,0.0
India,Finance & Insurance,2021.0,3.1070857408747355e-12,0.0
India,Fish,2021.0,2.0583686998950007e-07,0.0
India,Fishing,2021.0,3.658644992088256e-12,0.0
India,Forestry,2021.0,8.628072235169282e-07,0.0
India,Fruit,2021.0,5.40404109409913e-06,0.0
India,Furniture & other manuf,2021.0,5.4901302163436046e-08,0.0
India,Gas extraction,2021.0,9.058463413061642e-07,0.0
India,Gov security order,2021.0,1.455355003947971e-07,0.0
India,Hard coal,2021.0,5.839298687998776e-07,0.0
India,Health and social work,2021.0,4.6683089152557366e-11,0.0
India,Hospitality,2021.0,2.788338553117181e-11,0.0
India,IT,2021.0,1.9864664560896288e-11,0.0
India,Lignite and peat,2021.0,5.481471736316709e-07,0.0
India,Machinery and equipment,2021.0,1.206928886013896e-07,0.0
India,Meat,2021.0,2.2270043183607002e-07,0.0
India,Motor vehicles & trans equip,2021.0,6.982942889797985e-08,0.0
India,Other chemicals,2021.0,8.722898286684164e-07,0.0
India,Other food,2021.0,1.234816079800301e-07,0.0
India,Other mining & quarrying,2021.0,4.2390812995850707e-07,0.0
India,Other non-metallic minerals,2021.0,3.3416275514145926e-06,0.0
India,Other services,2021.0,3.356733154915183e-08,0.0
India,Paint glues detergents,2021.0,5.524727634994368e-07,0.0
India,Petroleum extraction,2021.0,2.3479047543110703e-07,0.0
India,Pharma,2021.0,1.3619004621229582e-07,0.0
India,Pipeline transport,2021.0,4.014423781279587e-09,0.0
India,Postal & courier,2021.0,7.785328265326431e-07,0.0
India,Printing,2021.0,1.361018093736942e-07,0.0
India,Property and real estate,2021.0,6.3011156529236404e-12,0.0
India,Publishing,2021.0,1.2915463833002376e-07,0.0
India,Rail transport,2021.0,2.277828312047172e-07,0.0
India,Refined petroleum products,2021.0,2.3545704920767758e-07,0.0
India,Rep and instal of machinery,2021.0,1.5620993401422185e-06,0.0
India,Road transport,2021.0,2.382455420374975e-06,0.0
India,Rubber & plastic,2021.0,1.2841536981701965e-07,0.0
India,Sawmill pulp paper,2021.0,2.453209902317672e-06,0.0
India,Services to transport,2021.0,2.364537654959952e-08,0.0
India,Telecomm,2021.0,3.863830077844761e-12,0.0
India,Textiles & leather,2021.0,4.639758298262523e-08,0.0
India,Tobacco,2021.0,8.074246647901714e-08,0.0
India,Veg,2021.0,1.305092622510671e-07,0.0
India,Waste & recycling,2021.0,8.402936844836508e-07,0.0
India,Water & sewage,2021.0,1.3993041292299181e-07,0.0
India,Water transport,2021.0,2.944655182121195e-07,0.0
India,Ws retail repair m vehicles,2021.0,7.15670543019064e-10,0.0
Indonesia,Agriculture,2021.0,3.503207004381598e-08,0.0
Indonesia,Air transport,2021.0,2.1444669698182768e-07,0.0
Indonesia,Arts and recreation,2021.0,3.378006533247778e-10,0.0
Indonesia,Basic metals,2021.0,9.21572950040836e-07,0.0
Indonesia,Beverage,2021.0,8.447195897977469e-08,0.0
Indonesia,Cement lime plaster prod,2021.0,4.237305000220081e-06,0.0
Indonesia,Cereals,2021.0,8.11245378905165e-08,0.0
Indonesia,Coke oven products,2021.0,2.2136225222337168e-06,0.0
Indonesia,Comp electronics & optical,2021.0,1.6722136408517664e-08,0.0
Indonesia,Construction,2021.0,5.2855476771614515e-08,0.0
Indonesia,Dairy,2021.0,1.0838275428100856e-07,0.0
Indonesia,Education,2021.0,4.863358946967688e-10,0.0
Indonesia,Electric power & gas,2021.0,2.98815690459971e-06,0.0
Indonesia,Electrical equipment,2021.0,2.2457672866887568e-08,0.0
Indonesia,Fabricated metal products,2021.0,5.969340424402817e-08,0.0
Indonesia,Fertilizers,2021.0,8.897248012136025e-08,0.0
Indonesia,Finance & Insurance,2021.0,2.312140957871214e-10,0.0
Indonesia,Fish,2021.0,1.3543481193417352e-07,0.0
Indonesia,Fishing,2021.0,3.818779124906196e-11,0.0
Indonesia,Forestry,2021.0,1.3812602608645045e-07,0.0
Indonesia,Fruit,2021.0,8.163414400509442e-07,0.0
Indonesia,Furniture & other manuf,2021.0,8.554057667388146e-08,0.0
Indonesia,Gas extraction,2021.0,2.8910133861807106e-08,0.0
Indonesia,Gov security order,2021.0,1.1013876015685102e-08,0.0
Indonesia,Hard coal,2021.0,7.77499733289897e-08,0.0
Indonesia,Health and social work,2021.0,1.4946961126678124e-09,0.0
