jurisdiction_name,ETS,Carbon tax,Average CO₂ price (USD/t),Average CO₂ price (USD/t) - covered emissions,ETS_pct,Carbon_tax_pct
Germany,0.8955768561031977,0.0,52.97612362896116,52.97612362896116,89.55768561031977,0.0
China,0.4480502001185988,0.0,5.921115407887347,5.921115407887347,44.80502001185988,0.0
France,0.3315634044163408,0.5963817711220859,56.96818910159294,56.96818910159294,33.15634044163408,59.63817711220859
United Kingdom,0.3231625871333297,0.1399397542030191,19.25289420822144,19.25289420822144,32.31625871333297,13.99397542030191
World,0.2244543838061518,0.0571605314014389,6.590647206007549,6.590647206007549,22.44543838061518,5.71605314014389
Canada,0.0962861259394777,0.3208371194014103,31.255755356612624,31.255755356612624,9.62861259394777,32.08371194014103
United States,0.0893506862852707,0.0,2.4193311647257105,2.4193311647257105,8.93506862852707,0.0
Japan,0.0,0.6980422437406117,1.7775701958365464,1.7775701958365464,0.0,69.80422437406118
