"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2008,"Estonia","66","Basic petrochemical products",242775,242775,0,219542,219431
2008,"Estonia","66_67_68_70","Aggregate (see variable gloria_sector)",4897638,4897638,0,3745804,3741682
2008,"Estonia","69","Pharmaceuticals and medicinal products",1542502,1542502,0,1203368,1203368
2008,"Estonia","70","Dyes, paints, glues, detergents and other chemical products",380673,380673,0,260829,260829
2008,"Estonia","71","Rubber products",79515,79515,0,88815,88815
2008,"Estonia","72","Plastic products",72956,72956,0,70831,70831
2008,"Estonia","73","Clay building materials",1391114,1391114,0,947949,947953
2008,"Estonia","73_74_75_76","Aggregate (see variable gloria_sector)",2706,2706,0,2109,2109
2008,"Estonia","74","Glass and other ceramics n.e.c.",2405982,2405982,0,1919846,1919684
2008,"Estonia","74_76","Aggregate (see variable gloria_sector)",2706,2706,0,2109,2109
2008,"Estonia","75","Cement, lime and plaster products",14040979,14040979,0,10372202,10372202
2008,"Estonia","76","Other non-metallic mineral products n.e.c.",202055,202055,0,118844,118844
2008,"Estonia","77","Basic iron and steel",23677711,23677711,0,20347753,20347567
2008,"Estonia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",23677711,23677711,0,20347753,20347567
2008,"Estonia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",496767,496767,0,488494,488494
2008,"Estonia","85","Fabricated metal products",176084,176084,0,166405,166405
2008,"Estonia","86","Machinery and equipment",50816,50816,0,15028,15028
2008,"Estonia","87","Motor vehicles, trailers and semi-trailers",1268437,1268437,0,470530,470530
2008,"Estonia","88","Other transport equipment",512635,512635,0,264644,264988
2008,"Estonia","90","Computers; electronic products; optical and precision instruments",19149,19149,0,14200,14200
2008,"Estonia","91","Electrical equipment",0,0,0,0,0
2008,"Estonia","93","Electric power generation, transmission and distribution",107037777,107037777,0,170978234,171032518
2008,"Estonia","93_94","Aggregate (see variable gloria_sector)",2492333,2492333,0,2910955,2910955
2008,"Estonia","94","Distribution of gaseous fuels through mains",10750844,10750844,0,9979488,9979060
2008,"Estonia","95","Water collection, treatment and supply; sewerage",219726,219726,0,38973,38973
2008,"Estonia","96","Waste collection, treatment, and disposal",6245,6245,0,281,281
2008,"Estonia","98","Building construction",39608,39608,0,13732,13732
2008,"Estonia","103","Transport via pipeline",65846,65846,0,8978,8978
2008,"Estonia","105","Air transport",21480,21480,0,18942,18942
2008,"Estonia","106","Services to transport",135273,135273,0,76193,76193
2008,"Estonia","109","Publishing",57264,57264,0,32236,32236
2008,"Estonia","110","Telecommunications",5472,5472,0,5876,5876
2008,"Estonia","111","Information services",3068,3068,0,1213,1213
2008,"Estonia","112","Finance and insurance",5524,5524,0,2650,2786
2008,"Estonia","113","Property and real estate",0,0,0,0,0
2008,"Estonia","114","Professional, scientific and technical services",117912,117912,0,89301,89274
2008,"Estonia","115","Administrative services",0,0,0,0,0
2008,"Estonia","116","Government; social security; defence; public order",110341,110341,0,101543,99789
2008,"Estonia","117","Education",161795,161795,0,158962,158962
2008,"Estonia","118","Human health and social work activities",1426830,1426830,0,1287368,1287244
2008,"Finland","10","Growing crops n.e.c.",103486,103486,0,58206,60558
2008,"Finland","11","Growing grapes",0,0,0,6116,6116
2008,"Finland","26","Petroleum extraction",4560930,4560930,0,4053590,8011020
2008,"Finland","39","Extraction of salt",17184,17184,0,20453,20453
2008,"Finland","40","Mining and quarrying n.e.c.; services to mining",32926,32926,0,19509,19509
2008,"Finland","41_42_43_44_45","Aggregate (see variable gloria_sector)",74904,74904,0,64073,99092
2008,"Finland","46","Fish products",303870,303870,0,234886,264488
2008,"Finland","47","Cereal products",0,0,0,0,0
2008,"Finland","48_49","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Finland","50","Food products and feeds n.e.c.",49681,49681,0,52837,67505
2008,"Finland","51","Sugar refining; cocoa, chocolate and confectionery",263916,263916,0,245997,408835
2008,"Finland","52_53","Aggregate (see variable gloria_sector)",98702,98702,0,93655,93655
2008,"Finland","54","Dairy products",148888,148888,0,158538,299331
2008,"Finland","55","Alcoholic and other  beverages",128860,128860,0,81694,128510
2008,"Finland","57","Textiles and clothing",5397,5397,0,5472,5951
2008,"Finland","59","Sawmill products",17162,17162,0,9143,9143
2008,"Finland","60","Pulp and paper",90994,90994,0,94454,119857
2008,"Finland","63","Refined petroleum products",1728912,1728912,0,1832226,1832226
2008,"Finland","65_70","Aggregate (see variable gloria_sector)",157014,157014,0,148552,148552
2008,"Finland","66_67_68_70","Aggregate (see variable gloria_sector)",29627,29627,0,27120,45803
2008,"Finland","69","Pharmaceuticals and medicinal products",9178,9178,0,10044,10044
2008,"Finland","70","Dyes, paints, glues, detergents and other chemical products",164427,164427,0,159393,276458
2008,"Finland","73","Clay building materials",163481,163481,0,146314,206159
2008,"Finland","74","Glass and other ceramics n.e.c.",77018,77018,0,75817,141306
2008,"Finland","75","Cement, lime and plaster products",2705080,2705080,0,2373036,2576892
2008,"Finland","76","Other non-metallic mineral products n.e.c.",243519,243519,0,251722,412449
2008,"Finland","77","Basic iron and steel",79815,79815,0,96282,166048
2008,"Finland","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",79815,79815,0,96282,166048
2008,"Finland","86","Machinery and equipment",24865,24865,0,21972,21972
2008,"Finland","88","Other transport equipment",14795,14795,0,15178,15178
2008,"Finland","93","Electric power generation, transmission and distribution",15619911,15619911,0,19017127,19684488
2008,"Finland","93_94","Aggregate (see variable gloria_sector)",10581,10581,0,12329,26927
2008,"Finland","94","Distribution of gaseous fuels through mains",828502,828502,0,563530,991672
2008,"Finland","96","Waste collection, treatment, and disposal",913,913,0,63,897
2008,"Finland","104","Water transport",0,0,0,0,0
2008,"Finland","105","Air transport",0,0,0,0,0
2008,"Finland","111","Information services",0,0,0,0,0
2008,"Finland","118","Human health and social work activities",25424,25424,0,17850,22002
2008,"France","20","Raising of animals n.e.c.; services to agriculture",0,0,0,0,0
2008,"France","26","Petroleum extraction",342538,342538,0,427968,427968
2008,"France","27","Gas extraction",249332,249332,0,247986,247986
2008,"France","41_42_43_44_45","Aggregate (see variable gloria_sector)",20502,20502,0,4611,4611
2008,"France","51","Sugar refining; cocoa, chocolate and confectionery",306527,306527,0,118363,90461
2008,"France","52_53","Aggregate (see variable gloria_sector)",81369,81369,0,22854,22854
2008,"France","55","Alcoholic and other  beverages",95192,95192,0,61753,58630
2008,"France","59","Sawmill products",155004,155004,0,70371,43276
2008,"France","60","Pulp and paper",423786,423786,0,134444,134444
2008,"France","63","Refined petroleum products",9239378,9239378,0,6544982,6544982
2008,"France","64","Nitrogenous fertilizers",3139485,3139485,0,2731701,2731701
2008,"France","66","Basic petrochemical products",98814,98814,0,81773,81773
2008,"France","66_67_68_70","Aggregate (see variable gloria_sector)",427238,427238,0,380464,380464
2008,"France","69","Pharmaceuticals and medicinal products",0,0,0,0,0
2008,"France","71","Rubber products",97452,97452,0,75169,75169
2008,"France","73","Clay building materials",355519,355519,0,280150,280150
2008,"France","73_74_75_76","Aggregate (see variable gloria_sector)",14473,14473,0,17099,17099
2008,"France","74","Glass and other ceramics n.e.c.",323369,323369,0,276008,276008
2008,"France","74_76","Aggregate (see variable gloria_sector)",14473,14473,0,17099,17099
2008,"France","75","Cement, lime and plaster products",9318932,9318932,0,7293650,7293650
2008,"France","76","Other non-metallic mineral products n.e.c.",43096,43096,0,33476,17579
2008,"France","77","Basic iron and steel",12539945,12539945,0,8260178,8247702
2008,"France","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",12483733,12483733,0,8241008,8228532
2008,"France","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",936788,936788,0,93216,93216
2008,"France","86","Machinery and equipment",110512,110512,0,71399,71399
2008,"France","87","Motor vehicles, trailers and semi-trailers",349714,349714,0,117698,117698
2008,"France","88","Other transport equipment",9560,9560,0,8462,8462
2008,"France","89","Repair and installation of machinery and equipment (service)",4517,4517,0,3451,3451
2008,"France","91","Electrical equipment",36887,36887,0,14773,14773
2008,"France","92","Furniture and other manufacturing n.e.c",0,0,0,0,0
2008,"France","93","Electric power generation, transmission and distribution",27364770,27364770,0,29043872,29039342
2008,"France","93_94","Aggregate (see variable gloria_sector)",1754745,1754745,0,1398811,1398811
2008,"France","94","Distribution of gaseous fuels through mains",18015598,18015598,0,19340284,19331184
2008,"France","104","Water transport",0,0,0,0,0
2008,"France","105","Air transport",0,0,0,0,0
2008,"France","111","Information services",0,0,0,0,0
2008,"Germany","6_7","Aggregate (see variable gloria_sector)",659284,659284,0,1090439,1076409
2008,"Germany","10","Growing crops n.e.c.",49435,49435,0,44957,44957
2008,"Germany","12","Growing fruits and nuts",83386,83386,0,103238,103238
2008,"Germany","15","Seeds and plant propagation",70136,70136,0,106498,106498
2008,"Germany","26","Petroleum extraction",265992,265992,0,167572,167572
2008,"Germany","27","Gas extraction",332994,332994,0,286000,286000
2008,"Germany","39","Extraction of salt",546884,546884,0,539185,539185
2008,"Germany","40","Mining and quarrying n.e.c.; services to mining",0,0,0,0,0
2008,"Germany","41_42_43_44_45","Aggregate (see variable gloria_sector)",15874,15874,0,16849,16849
2008,"Germany","47","Cereal products",691868,691868,0,617072,617072
2008,"Germany","48_49","Aggregate (see variable gloria_sector)",285788,285788,0,288464,288464
2008,"Germany","50","Food products and feeds n.e.c.",63746,63746,0,47728,47728
2008,"Germany","51","Sugar refining; cocoa, chocolate and confectionery",438728,438728,0,277468,277468
2008,"Germany","52_53","Aggregate (see variable gloria_sector)",492693,492693,0,401793,401793
2008,"Germany","54","Dairy products",460736,460736,0,427207,427207
2008,"Germany","55","Alcoholic and other  beverages",159249,159249,0,151901,152614
2008,"Germany","56","Tobacco products",22251,22251,0,71874,71874
2008,"Germany","57","Textiles and clothing",99718,99718,0,80140,80140
2008,"Germany","60","Pulp and paper",1915206,1915206,0,1436462,1436462
2008,"Germany","63","Refined petroleum products",23154740,23154740,0,23744818,23744818
2008,"Germany","64","Nitrogenous fertilizers",222235,222235,0,688421,688421
2008,"Germany","65_70","Aggregate (see variable gloria_sector)",3320,3320,0,4366,4366
2008,"Germany","66","Basic petrochemical products",468977,468977,0,430476,430476
2008,"Germany","66_67_68_70","Aggregate (see variable gloria_sector)",9072785,9072785,0,8518620,8519570
2008,"Germany","69","Pharmaceuticals and medicinal products",359492,359492,0,211098,211098
2008,"Germany","70","Dyes, paints, glues, detergents and other chemical products",230718,230718,0,202820,200742
2008,"Germany","71","Rubber products",17758,17758,0,16303,16303
2008,"Germany","72","Plastic products",32177,32177,0,33756,33756
2008,"Germany","73","Clay building materials",534809,534809,0,541927,541927
2008,"Germany","73_74_75_76","Aggregate (see variable gloria_sector)",8616,8616,0,7603,7603
2008,"Germany","74","Glass and other ceramics n.e.c.",587658,587658,0,634370,634370
2008,"Germany","74_76","Aggregate (see variable gloria_sector)",8616,8616,0,7603,7603
2008,"Germany","75","Cement, lime and plaster products",745140,745140,0,640187,640187
2008,"Germany","76","Other non-metallic mineral products n.e.c.",141221,141221,0,192175,192175
2008,"Germany","77","Basic iron and steel",10674342,10674342,0,6499181,6499181
2008,"Germany","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",10674342,10674342,0,6499181,6499181
2008,"Germany","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",9006,9006,0,8538,8538
2008,"Germany","87","Motor vehicles, trailers and semi-trailers",37712,37712,0,34806,34806
2008,"Germany","88","Other transport equipment",27135,27135,0,28473,28473
2008,"Germany","89","Repair and installation of machinery and equipment (service)",59233,59233,0,54084,54084
2008,"Germany","90","Computers; electronic products; optical and precision instruments",13813,13813,0,13945,13945
2008,"Germany","93","Electric power generation, transmission and distribution",18087867,18087867,0,21156648,21159111
2008,"Germany","93_94","Aggregate (see variable gloria_sector)",14537723,14537723,0,22512043,22512043
2008,"Germany","94","Distribution of gaseous fuels through mains",5748616,5748616,0,6386122,6386122
2008,"Germany","97","Materials recovery",0,0,0,0,0
2008,"Germany","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",15292,15292,0,18724,18724
2008,"Germany","103","Transport via pipeline",52854,52854,0,38712,38712
2008,"Germany","104","Water transport",0,0,0,0,0
2008,"Germany","105","Air transport",0,0,0,0,0
2008,"Germany","106","Services to transport",108375,108375,0,93842,93842
2008,"Germany","110","Telecommunications",0,0,0,0,0
2008,"Germany","111","Information services",14803,14803,0,11217,11217
2008,"Germany","116","Government; social security; defence; public order",14474,14474,0,16209,16209
2008,"Germany","117","Education",95734,95734,0,90477,90477
2008,"Germany","118","Human health and social work activities",233664,233664,0,207146,207146
2008,"Greece","20","Raising of animals n.e.c.; services to agriculture",1607,1607,0,1299,1299
2008,"Greece","26","Petroleum extraction",707714,707714,0,755706,755706
2008,"Greece","27","Gas extraction",862626,862626,0,682510,682510
2008,"Greece","41_42_43_44_45","Aggregate (see variable gloria_sector)",108206,108206,0,88186,88186
2008,"Greece","46","Fish products",18930,18930,0,16914,16914
2008,"Greece","47","Cereal products",612696,612696,0,309084,309084
2008,"Greece","48_49","Aggregate (see variable gloria_sector)",382229,382229,0,319062,319062
2008,"Greece","50","Food products and feeds n.e.c.",188800,188800,0,124856,124856
2008,"Greece","50_51","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Greece","51","Sugar refining; cocoa, chocolate and confectionery",646007,646007,0,327464,327464
2008,"Greece","52_53","Aggregate (see variable gloria_sector)",261994,261994,0,196021,196021
2008,"Greece","54","Dairy products",201033,201033,0,155451,155451
2008,"Greece","55","Alcoholic and other  beverages",208965,208965,0,142709,142709
2008,"Greece","57","Textiles and clothing",997058,997058,0,680436,680356
2008,"Greece","58","Leather and footwear",0,0,0,0,0
2008,"Greece","59","Sawmill products",27971,27971,0,17377,17377
2008,"Greece","60","Pulp and paper",5128871,5128871,0,4608674,4547327
2008,"Greece","61","Printing",61411,61411,0,55098,55098
2008,"Greece","62","Coke oven products",254000,254000,0,293998,293998
2008,"Greece","63","Refined petroleum products",34682834,34682834,0,46368984,46368984
2008,"Greece","64","Nitrogenous fertilizers",212157,212157,0,137451,137451
2008,"Greece","65_70","Aggregate (see variable gloria_sector)",62688,62688,0,41088,41088
2008,"Greece","66","Basic petrochemical products",191734,191734,0,163338,163338
2008,"Greece","66_67_68_70","Aggregate (see variable gloria_sector)",7017739,7017739,0,5488927,5488927
2008,"Greece","69","Pharmaceuticals and medicinal products",583656,583656,0,351568,351568
2008,"Greece","70","Dyes, paints, glues, detergents and other chemical products",293460,293460,0,227493,227493
2008,"Greece","71","Rubber products",329916,329916,0,182470,182470
